Id,CustomerId,time,Volume of transaction,Sales channel,Complaints,Credit rating,Gender,Age,Insurance type,Amount insured,Salary,Change
9456,15723604,0,0,1,1,639,0,39,6,15055583,3041417,0
5338,15784000,2,0,0,1,715,1,34,9,10227752,17785257,1
5092,15596303,0,1,1,1,688,1,39,0,0,5322215,1
958,15619529,1,0,0,1,531,0,27,8,13257625,722292,0
933,15737795,1,0,0,0,512,0,36,1,0,13548226,1
3910,15698716,0,1,1,1,620,1,70,3,8792624,3335026,1
4466,15595160,1,1,1,0,413,0,35,2,0,6097284,0
5195,15658589,1,0,1,0,850,0,38,2,9465204,17196076,0
2201,15682435,0,1,1,1,600,0,35,4,14374477,10407651,0
8100,15631217,0,0,0,0,663,0,40,6,15621819,3360772,0
3408,15790564,2,1,1,0,832,1,40,9,10764894,13463897,0
5021,15632793,0,0,1,0,638,1,29,9,10341774,153364,0
2352,15726791,1,0,1,0,637,1,45,2,15792945,14513449,1
7694,15807335,1,0,1,0,676,1,64,4,11695432,9114948,0
5216,15671104,1,0,1,0,637,0,43,3,17219623,10476996,0
4238,15710390,0,1,1,0,655,1,39,6,9463126,14894852,0
293,15590241,1,0,0,1,750,1,34,9,11282226,15040153,1
7181,15621423,0,2,0,1,736,1,42,7,11728023,4192106,1
2194,15710161,0,1,1,0,850,1,34,2,0,17170666,0
5138,15589969,0,0,0,0,850,0,34,6,0,5279631,0
909,15693814,1,1,1,1,806,0,25,7,0,184619,0
7,15656148,2,2,1,1,376,1,29,4,11504674,11934688,1
5653,15569764,2,0,1,1,687,1,41,2,15400721,15840823,0
9644,15728480,0,1,1,0,452,1,35,8,0,14961481,0
8279,15813283,0,0,0,1,605,1,34,2,0,3598242,0
9281,15679966,0,0,1,0,661,1,31,3,1339643,1661871,0
3695,15757628,0,0,1,0,571,0,40,10,11289686,12140253,0
6756,15659567,0,1,1,0,473,1,39,9,11710326,8593752,1
4360,15801934,0,1,1,0,678,0,66,8,0,4711703,0
6046,15606435,2,1,0,0,593,0,69,2,18701313,10589869,0
4861,15790204,1,0,1,1,663,1,22,9,0,2913589,1
3101,15809347,2,0,1,1,763,0,32,9,16068041,3088635,0
4521,15648898,1,0,1,0,560,1,27,7,12499598,11466979,0
6004,15802088,1,0,1,0,521,1,22,10,0,10131195,0
7351,15568878,1,1,1,1,654,0,34,5,0,15931146,0
7840,15611756,2,1,1,0,537,1,47,4,12419228,5088151,1
9872,15648032,1,1,0,0,588,0,37,2,0,18781659,0
3250,15587419,0,1,0,0,611,0,58,8,0,10766568,1
705,15580148,2,2,1,1,750,0,40,5,16828681,2045199,1
7611,15705506,1,1,0,1,751,0,38,7,0,9083961,0
2080,15813412,0,0,1,1,721,1,55,3,4402089,658644,1
1430,15703143,0,0,0,0,820,1,29,3,8234484,11598538,0
6256,15611186,0,0,1,0,609,0,37,1,3934483,17829189,0
9844,15588456,0,0,1,0,658,1,40,5,14356612,18960771,0
1798,15610446,0,2,0,1,714,1,51,4,8830887,586253,1
1952,15781884,2,1,0,0,624,0,27,9,9466729,447052,0
8529,15623858,0,0,0,1,603,0,45,9,0,14851679,1
5901,15712930,0,0,0,1,587,0,42,1,0,12300691,0
9344,15720050,0,0,1,1,727,1,28,2,11099776,10143376,0
231,15627000,0,1,1,1,610,0,40,0,0,622326,0
8060,15776596,1,0,1,1,730,1,39,6,14009459,17245004,1
6401,15579040,0,1,0,1,556,1,46,10,0,10918424,0
9531,15717010,0,0,1,0,741,1,60,5,0,3891451,0
3235,15612465,1,1,1,0,684,0,34,9,1006280,19026378,0
2210,15769917,2,2,0,0,673,1,34,1,12712279,767031,0
5898,15713637,0,0,1,1,699,0,34,2,11746867,18522742,0
2053,15610686,0,0,0,1,850,0,63,8,16983257,18410726,1
6186,15703037,0,0,0,0,618,0,37,5,0,17870545,0
4145,15729018,0,0,1,0,666,1,33,2,14722965,5641017,0
6661,15623346,0,1,1,1,820,0,36,4,0,3142269,0
4933,15787597,2,1,1,0,420,1,31,1,10837775,990463,0
2901,15603246,0,1,1,0,498,0,73,2,1702417,16540796,0
4355,15593636,0,0,1,1,657,1,39,4,8029381,9719276,0
1475,15745080,0,0,1,1,634,0,26,8,0,2176096,0
6089,15711316,0,1,1,0,771,0,27,2,0,19952734,0
4474,15719827,0,0,0,1,767,0,36,3,0,6514727,0
4750,15597487,0,0,1,0,850,1,35,5,0,809928,0
3531,15653251,0,0,0,1,408,1,84,8,8787339,18848452,1
8688,15778418,2,0,1,0,637,0,40,9,15430967,12533416,1
8672,15586848,0,1,1,1,706,0,38,1,0,12237954,0
5042,15593468,0,1,1,0,850,1,33,3,0,1115919,0
2851,15776454,0,0,1,1,603,1,48,5,0,1004786,1
6708,15653448,0,1,1,0,754,0,34,7,0,6521985,0
1825,15678727,2,0,1,1,770,0,45,4,11076568,2616374,1
3376,15721582,2,1,1,0,644,1,40,4,7727008,1158001,0
4389,15756425,0,0,0,1,660,0,30,7,14630131,9684791,0
8127,15623063,2,0,1,1,651,0,35,8,11006771,12767895,1
6375,15708534,1,0,1,1,524,1,64,5,0,13607964,1
7915,15803538,1,2,1,1,695,0,56,1,0,18773449,1
6627,15746199,0,0,1,0,558,1,41,6,0,14358529,1
8752,15632263,1,0,1,1,574,0,30,5,1203550,13779335,0
3180,15750447,0,0,1,1,678,1,60,10,11773881,14748976,1
7255,15632503,0,0,1,1,563,1,32,0,14832609,19160427,1
8577,15569976,2,0,1,0,754,0,65,1,13618644,12152959,1
768,15724296,1,1,0,1,684,0,41,2,11978272,12028467,0
5081,15757537,0,0,1,0,610,1,31,6,10778465,14113753,0
7385,15660144,0,1,0,1,660,0,38,4,0,8808043,0
4680,15729582,2,0,0,1,676,0,48,3,8069744,10139786,1
237,15764866,2,2,1,1,539,1,43,3,1162205,5580396,1
5266,15784700,0,0,1,0,811,0,31,7,11779928,18237235,0
8668,15687719,1,1,0,0,532,1,37,5,0,676184,0
3754,15572792,1,0,1,0,535,0,35,8,11898992,13553672,0
7713,15786215,0,1,1,1,793,0,56,8,11949625,2988099,1
2622,15787026,2,1,1,0,627,0,27,0,18526745,7702734,0
6310,15641595,1,1,1,1,685,0,43,4,9739218,4395683,0
1328,15574331,2,0,0,0,593,1,62,3,11823381,2476553,1
1646,15651533,2,0,1,1,570,1,50,5,12929374,17780544,1
5547,15713845,0,0,1,1,688,0,38,7,14804568,17547992,1
5261,15814022,0,0,1,1,714,1,26,9,8992899,4620331,0
707,15773809,0,1,1,1,620,0,42,4,0,623231,0
4917,15681991,0,0,1,1,542,0,32,7,10787172,12530264,0
2768,15713379,0,1,1,0,669,0,26,4,0,19759434,0
9448,15628274,2,1,1,1,583,0,35,8,14999572,4214355,0
9828,15574523,0,1,1,0,576,0,39,1,0,6881423,0
8936,15722991,0,0,0,1,567,0,54,9,9640296,5203529,1
9234,15766044,2,0,1,1,642,0,49,4,12068861,2477022,1
8124,15733872,2,1,0,1,791,1,33,10,13022971,5401993,1
5940,15791958,0,1,1,0,849,1,41,6,0,16920351,1
4870,15573888,2,0,0,1,648,1,43,1,10796338,18643886,1
5419,15594456,1,0,1,0,740,1,56,4,9909733,8501664,1
1438,15574068,2,0,0,1,504,0,56,9,1042173,5585748,1
2521,15739068,2,1,1,0,638,0,25,4,14804545,11472242,0
4305,15775294,0,1,1,1,692,1,31,2,0,9182917,1
9027,15686718,2,0,0,0,802,0,37,9,11556921,11978289,0
4372,15730137,0,0,0,1,628,0,31,0,8842181,7235047,0
2078,15815626,0,1,1,0,640,0,63,2,6843245,11250324,1
8644,15605673,1,1,0,1,716,1,29,8,0,7861692,0
6789,15809847,0,1,0,1,668,0,46,0,0,2938802,0
4512,15751748,0,0,0,1,666,0,51,2,14822265,15695354,1
9051,15569624,2,1,1,1,671,1,31,6,1058646,14556734,0
8171,15588859,1,1,1,1,496,1,44,0,17935628,291921,0
4457,15743617,2,0,1,1,713,0,47,1,9599498,19752923,0
941,15676521,0,1,0,1,696,1,31,8,0,19107411,0
1601,15594404,0,1,1,1,834,1,49,8,16060225,12927394,0
7429,15644878,1,0,0,1,685,1,43,6,11730262,6870173,0
437,15624623,0,1,0,1,516,0,35,10,10408859,1196660,0
3610,15711716,0,0,1,1,580,1,56,1,1313683,10691867,1
9990,15798964,2,0,1,1,714,0,33,3,350166,5366708,0
5272,15587507,0,0,1,1,850,0,47,6,0,18739102,1
2195,15735246,1,1,0,1,798,1,58,9,0,11907156,1
679,15668886,1,1,1,1,684,1,38,3,0,4425565,0
6059,15627854,1,1,1,0,707,0,44,3,0,13507701,0
9161,15750049,0,0,0,1,621,0,40,10,16382337,8951947,0
3050,15699247,0,1,1,0,791,1,44,5,0,12397786,0
2930,15573452,2,0,1,1,663,0,42,7,11593087,1986278,1
6490,15620751,0,1,1,1,760,0,34,2,0,16416244,0
5850,15762091,2,0,1,0,631,1,22,6,13912992,6374751,0
6403,15736126,2,0,1,0,850,0,55,0,9871089,8361717,1
5664,15661723,1,0,0,0,667,0,71,4,13726078,9443308,1
9946,15618171,0,1,0,0,669,1,33,9,0,10722103,0
4688,15669606,0,1,1,1,690,0,33,5,0,13801768,0
7064,15777994,0,1,1,0,718,1,39,3,0,14535511,0
1738,15596414,1,0,1,1,796,0,41,8,10752507,1851041,0
2620,15685300,0,1,1,1,603,0,35,6,12899376,13048356,0
5942,15695339,2,0,1,1,517,0,53,0,10917288,546761,1
6418,15801924,1,1,0,1,754,1,27,8,0,12182116,0
6386,15584090,1,1,0,0,621,1,40,7,0,1312836,1
9419,15798605,2,0,1,0,686,0,26,1,5742262,791894,0
4043,15698294,1,1,1,1,635,0,31,1,0,13538223,0
8391,15579074,2,0,1,0,619,0,38,10,8465179,18475426,0
3817,15724251,2,0,0,1,682,1,29,6,10101277,3258989,1
9299,15766826,0,0,1,1,824,0,26,7,1462660,2190362,0
6736,15771299,0,0,1,0,707,1,57,1,920530,16406444,1
916,15792328,0,0,1,0,475,0,39,6,0,569999,0
5603,15608408,1,1,1,1,598,0,39,1,0,15913032,0
6344,15579777,0,1,1,1,850,0,41,3,0,12889236,0
2488,15571148,1,1,0,1,645,1,21,1,0,2872607,0
4107,15643865,0,0,0,0,601,1,40,3,9205536,16465202,1
3843,15677804,1,2,1,0,783,0,38,1,0,8017854,1
8882,15614643,1,1,1,1,731,1,39,2,0,13673713,0
7356,15683993,0,1,1,1,493,1,37,8,14298746,15884099,0
8297,15664681,0,1,0,1,584,1,35,2,11432128,1595901,0
192,15756850,0,1,0,1,479,0,40,1,0,11499643,0
220,15725311,0,1,1,0,726,1,31,9,11472205,9817857,0
1469,15670374,2,2,0,1,819,1,49,1,12065686,1661643,1
8434,15755330,2,0,0,0,512,0,41,7,12240324,374399,1
2957,15789109,0,0,1,0,686,1,41,10,0,14427271,1
6282,15761340,0,1,1,0,521,0,22,5,0,9982845,0
6820,15685019,0,0,1,1,528,0,29,3,10278742,5597256,0
5857,15813659,0,0,1,1,594,1,56,7,0,2621585,1
9400,15584897,0,0,0,1,639,1,31,3,9836003,209738,0
1266,15749050,0,0,1,1,548,1,36,3,0,659969,0
1599,15719309,0,1,0,0,670,1,42,1,11596158,2948387,0
2021,15795519,2,0,0,1,716,1,18,3,1287438,19732213,0
7680,15665181,1,1,0,0,808,0,25,7,0,2318037,0
8311,15589698,2,0,1,0,555,0,42,6,1071045,4130444,1
2816,15619280,0,1,1,1,683,0,25,4,0,15269824,0
9011,15717498,0,1,0,0,775,0,42,6,13397022,1878399,0
6806,15795586,0,0,1,1,478,0,35,1,9247405,17862607,0
8027,15769412,1,1,0,1,684,0,39,4,20703496,15769476,1
3476,15806956,1,0,0,1,746,0,30,1,11266667,117104,1
2918,15649487,2,1,1,1,578,1,38,4,11315044,17671259,1
6412,15598982,2,0,0,0,602,1,53,5,9826884,4503829,1
5952,15657535,1,0,1,0,590,0,29,10,0,5190772,0
6669,15797900,0,0,0,1,517,0,56,9,14214732,3948804,1
8853,15800031,0,0,1,0,681,0,43,3,6633868,187725,1
9416,15795370,2,0,1,1,648,0,37,6,13175341,8689467,0
7787,15675963,0,1,1,0,627,1,57,9,0,10771242,0
6345,15632345,0,1,1,1,754,1,35,4,0,4483071,0
4381,15680370,0,1,0,0,492,0,39,7,0,7132323,0
9558,15801411,1,0,1,1,623,0,46,4,0,554911,1
9044,15653347,1,0,0,1,560,0,47,1,0,12888266,1
7951,15644699,0,1,1,1,850,1,40,0,0,109995,0
3646,15610900,0,0,1,1,770,1,70,9,11073889,2266677,1
3902,15720305,1,0,0,0,591,1,40,1,8637629,13676716,1
6475,15566030,2,0,0,1,497,0,41,5,8054281,8872922,1
9796,15794236,2,1,1,0,642,0,22,10,11181252,18304546,0
41,15738148,0,0,0,1,465,1,51,8,12252232,18129765,1
113,15591100,1,0,0,0,675,0,36,9,10619055,2299432,0
1139,15569247,1,0,0,0,727,1,57,1,10967972,75337,0
1340,15645511,1,0,1,0,727,0,43,2,9740318,10741502,1
8737,15780498,0,0,1,0,634,0,34,3,14503092,4182065,0
9589,15669611,0,0,1,0,632,0,71,3,8311668,2759776,0
4628,15788151,1,1,1,0,650,0,32,1,13218773,17833136,0
6188,15609558,2,1,1,0,835,1,47,5,10828928,4585955,1
5442,15660417,2,0,0,1,613,1,43,10,12048169,9487503,1
8056,15736078,2,0,1,1,730,1,33,7,13036787,151421,1
2462,15704442,0,2,1,0,672,1,53,9,16940633,14731147,1
4314,15582276,0,0,0,0,638,0,34,5,13350136,15564304,0
888,15702968,2,0,1,0,733,0,74,3,10654553,13458958,0
7731,15629273,2,0,1,1,638,0,42,8,14517784,19347174,1
1570,15607133,1,1,1,0,717,1,49,1,11086438,1245329,1
8137,15603096,0,0,0,1,410,0,33,6,12578969,6633356,1
8208,15636551,0,1,1,1,711,1,29,3,13018147,3181144,0
6481,15664752,2,1,1,1,606,0,39,8,13600045,3170853,0
8884,15749583,2,2,0,1,686,1,38,2,9356986,1013734,1
1487,15716491,1,0,0,0,710,1,51,4,9365695,14140051,1
8832,15765345,0,1,1,0,753,0,35,4,0,1063034,0
677,15715142,2,0,0,0,739,0,45,7,10270362,14780294,1
6347,15754820,2,1,1,0,637,0,35,8,14712781,847607,0
5776,15793478,2,0,1,1,593,1,39,8,15139168,272746,0
3248,15800515,0,0,1,1,516,0,35,5,12865359,12755826,0
6566,15709523,2,1,1,0,525,1,30,0,15798921,10068767,0
6221,15603554,0,2,1,1,513,1,45,0,16464952,4991552,1
4577,15703979,2,0,1,1,580,0,39,3,11968881,13704126,0
5840,15729574,1,1,1,0,616,0,71,4,0,17359938,0
9206,15611767,2,0,0,1,624,1,52,0,13372343,485959,1
4059,15691952,0,0,1,0,676,0,37,10,10624267,16667828,0
3486,15630661,1,0,1,1,614,1,25,10,7521228,5896504,0
1757,15704763,2,0,1,0,523,1,39,1,14390311,11871175,1
6713,15666711,0,2,0,0,586,1,46,0,0,13155382,1
537,15739803,1,1,1,1,686,0,34,9,0,1275698,0
8506,15605215,0,1,0,0,767,0,48,9,0,17545821,0
1384,15690647,1,0,1,1,582,1,46,8,6756331,4450609,1
3787,15644174,2,0,1,0,638,0,27,4,13509605,18652372,1
3387,15798024,2,0,1,0,537,0,84,8,9224234,18623598,0
4720,15780654,2,1,0,0,619,1,33,3,10048892,3644674,0
3452,15722965,0,0,1,0,757,0,57,3,8907941,5317921,1
553,15709324,0,1,1,1,417,0,34,7,0,5500379,0
697,15620204,2,1,1,0,543,1,57,1,10613833,12065732,1
3003,15801658,0,0,0,0,580,0,55,6,10430574,17575021,0
1965,15772243,0,0,0,1,612,1,33,9,0,1427975,1
6703,15583863,2,0,0,1,681,0,49,8,14294618,18728051,1
356,15611759,1,1,1,0,850,1,57,8,1267763,13229849,0
5116,15649536,2,0,1,1,741,0,38,4,12801583,5844043,1
5519,15785559,0,0,1,1,678,0,43,1,13323721,11103279,1
9799,15722731,0,0,1,1,653,0,46,0,1195561,7825013,1
840,15707567,2,0,0,1,732,0,50,6,14533876,919361,1
1096,15813168,2,2,1,0,756,1,39,3,10071785,7340604,1
3154,15609637,0,1,0,0,652,0,51,7,0,4349636,0
9380,15597109,0,0,0,0,627,0,70,1,9441678,1452995,0
1344,15691104,2,1,1,1,460,1,40,6,11950758,9156063,0
9119,15576065,1,0,1,0,731,1,40,5,17132598,15971827,0
5351,15679048,2,0,1,0,558,0,41,2,12422714,11118467,0
8132,15607485,1,1,0,1,692,1,29,4,0,13888024,0
3619,15715939,0,1,1,1,730,0,33,0,0,147479,0
388,15748936,1,1,0,0,709,1,45,2,0,16292265,0
8220,15727177,0,0,1,1,557,0,42,6,17782203,15094431,1
2609,15755242,0,0,1,0,682,1,46,2,0,11444266,0
859,15809087,0,1,1,1,598,0,64,1,0,1956353,0
1592,15729668,1,0,1,1,521,0,29,3,6028062,15427141,0
5340,15612667,1,0,1,1,680,0,42,0,0,13637721,0
4834,15702912,1,0,1,1,752,1,35,2,0,4433554,1
2805,15618936,0,0,1,1,688,1,51,5,0,9162411,1
7348,15813363,1,1,0,1,448,0,25,2,0,9521573,0
2219,15610056,2,1,0,0,631,1,34,6,12522782,12824703,0
5657,15763381,0,0,0,0,496,0,30,0,9096349,278020,0
8425,15642636,0,0,1,0,755,0,29,9,11703589,2186219,0
4013,15653776,2,2,0,1,720,1,57,1,16208231,2714573,1
7883,15776051,0,1,1,0,551,1,45,6,0,5114343,0
4218,15782418,2,0,1,0,589,1,19,9,8349511,14302231,1
5577,15726087,0,0,1,0,592,1,62,5,0,10094157,0
1241,15760774,0,1,1,0,519,1,21,1,14632957,19486727,0
8479,15807568,0,1,0,1,632,0,50,2,0,5794288,0
1855,15570601,0,0,1,0,785,1,47,9,12203155,338235,0
3507,15608166,0,0,1,0,761,0,36,9,12763792,8106293,0
5948,15680112,2,0,1,1,473,1,35,7,13150473,18956043,0
7420,15765487,2,0,1,0,753,1,38,9,15176671,18082999,0
2330,15806332,1,1,1,0,484,1,39,5,0,17522412,0
6524,15743293,2,2,1,0,651,1,35,1,16370078,2958348,1
980,15624729,0,0,0,1,594,0,27,0,1970418,15191249,0
861,15809100,0,0,1,1,548,1,32,2,17244877,18808377,0
8103,15740223,2,2,1,1,479,0,51,1,10771474,8612821,1
9466,15592716,0,0,1,1,559,0,52,2,0,12901359,1
3282,15806901,0,0,1,0,584,1,39,2,11268769,12774961,0
2276,15684951,0,1,1,1,542,1,59,2,6889277,790506,1
3559,15727353,0,0,1,1,650,1,64,7,14202836,3227509,1
5807,15607395,0,1,1,1,679,1,33,9,11252865,17736245,0
3254,15778368,2,0,1,1,552,0,50,4,12117556,11750507,1
9024,15654772,0,1,0,0,640,1,47,6,8979946,1378377,1
518,15775912,0,1,0,0,698,0,48,4,10123824,17781587,0
5813,15763515,0,1,1,1,513,0,30,5,0,16252366,0
8190,15813871,0,1,1,1,690,0,47,2,0,15137573,0
9102,15810942,2,0,0,0,445,1,61,2,13765531,2990984,0
4946,15644692,0,0,1,0,546,1,47,8,0,6640801,1
4687,15576745,0,1,0,0,769,0,48,2,9654216,19788572,0
7919,15634564,1,0,1,0,593,0,31,8,11271334,17686889,0
8694,15742116,2,1,0,1,671,1,48,9,11671106,7637338,0
1381,15714466,0,2,1,1,846,1,41,5,0,344047,1
3205,15733973,0,0,1,1,850,1,42,8,0,1963264,1
1629,15595303,2,0,1,0,736,0,46,5,13081291,7798154,1
5503,15631739,1,0,1,0,704,0,24,10,12210978,12765437,0
218,15659366,0,1,1,1,807,0,43,1,10579932,3488804,1
8098,15594391,0,0,0,1,770,1,68,2,18355524,15955728,1
3168,15680752,0,0,1,0,675,1,49,0,0,8049671,1
7481,15778589,0,1,1,0,626,0,34,7,1130147,5664628,0
1068,15680303,0,0,1,1,594,0,57,6,0,1937656,1
2982,15798659,1,1,1,1,526,1,43,3,0,3170519,0
777,15628936,1,0,0,1,692,0,28,9,11894509,1606425,0
6950,15667392,1,1,1,0,652,1,38,6,12308184,18865797,0
5320,15591550,1,0,1,1,525,0,36,3,7791023,6723801,0
1612,15649121,0,0,1,1,665,0,52,3,0,11613701,1
4406,15623450,2,0,1,0,637,1,27,7,13584289,10141805,0
1317,15720702,0,0,1,1,789,0,37,3,0,12188387,1
2548,15617197,0,1,1,0,524,0,50,4,0,3184059,1
5356,15655436,2,0,1,0,839,0,47,2,13691107,16818462,1
9126,15666095,1,1,0,0,753,0,51,4,7981172,6826027,1
4943,15615322,1,1,1,0,528,0,43,7,9747387,15982316,0
9537,15780409,0,1,1,1,783,0,40,6,0,10974255,0
9259,15806327,0,1,1,1,800,1,40,3,7589311,13256223,0
7177,15697310,2,0,0,1,559,1,28,3,15226481,6424231,0
8046,15693877,0,1,0,1,811,1,47,3,12336534,17199534,0
2084,15668669,0,0,1,1,423,1,36,5,9766561,11837255,1
3096,15745083,2,0,0,1,613,0,59,8,9141576,279650,1
5769,15611612,0,0,1,1,570,1,29,0,0,3709243,0
1653,15633233,0,0,1,1,500,0,56,1,10037458,1184908,1
6373,15638269,0,1,0,0,597,0,67,2,0,10864585,0
379,15629677,1,2,0,1,687,1,39,2,0,1881506,1
5173,15705281,1,0,1,1,800,0,38,9,0,7874439,1
9068,15692235,0,1,1,1,750,1,38,1,0,4776499,0
1936,15810457,2,1,1,1,728,1,33,9,15041214,17076408,0
9652,15726720,0,0,1,1,480,1,40,7,0,17033267,1
1650,15718106,0,1,0,1,625,0,34,6,0,1972832,0
1210,15658969,0,2,1,1,711,0,51,7,0,3840979,1
4258,15796167,2,1,1,1,782,0,35,7,9855689,11764436,0
2939,15591915,0,0,0,0,533,1,39,2,0,7366994,1
1703,15750466,2,0,1,1,790,0,42,1,8583962,19818273,0
6947,15809558,1,0,1,0,715,0,31,7,0,14997059,0
9347,15802809,1,0,1,0,660,1,36,0,8443857,18144951,0
7068,15730793,2,0,1,0,699,1,54,3,11100932,15590579,1
3251,15750335,2,2,1,1,850,0,43,0,10850882,1840448,1
1993,15787189,2,2,0,1,824,0,60,8,13425017,15304616,1
9075,15635942,0,1,1,1,576,0,40,9,0,11246519,1
1657,15752342,2,2,1,1,704,1,54,6,13365691,14507133,1
2856,15813067,2,0,1,1,432,1,45,3,11021914,430467,1
1710,15567993,1,0,1,1,828,0,28,8,13476685,7935587,0
6974,15715643,0,1,1,0,662,0,44,8,0,17531487,0
7020,15786237,0,1,1,1,651,0,28,7,0,82396,0
5904,15664270,2,2,1,1,692,0,45,6,14208404,18830585,1
6262,15650026,0,1,0,0,513,0,44,1,6356202,5262973,0
3206,15596761,2,0,1,1,515,0,60,9,11371536,1842424,1
5646,15756272,2,0,1,1,526,1,35,9,1185364,4098087,1
7138,15809837,2,1,1,0,430,1,66,6,13539231,17285206,1
168,15574692,1,1,1,1,667,1,39,2,0,4072124,1
844,15806983,0,0,1,1,640,0,44,3,13714868,9238101,0
1877,15643630,1,1,1,1,770,0,55,9,6312741,18521128,1
8472,15709621,0,1,0,0,662,0,31,3,0,2773105,0
2614,15640846,2,2,1,1,546,1,58,3,10645831,12888187,1
3555,15629094,0,0,1,0,528,1,36,1,15694841,14991228,1
904,15794580,0,0,0,1,599,0,58,4,0,17640715,1
9108,15622470,1,0,1,0,772,0,41,10,9603222,7582557,0
2049,15723008,0,1,1,0,720,1,45,1,1028824,3563315,1
1926,15716023,0,1,0,0,693,0,31,1,0,18227088,0
5701,15724154,2,0,1,1,625,1,49,4,12850476,12681263,1
5201,15625675,0,0,1,1,569,0,36,1,6708769,1547757,0
1845,15589076,0,0,0,0,737,0,36,9,0,1886709,1
7495,15589541,0,1,0,0,557,1,27,2,0,449755,0
4448,15708162,2,1,0,0,565,1,40,1,8999471,12108427,0
5406,15593954,0,0,0,1,516,1,47,6,10938733,12136545,0
5763,15700965,0,1,1,0,724,1,32,6,0,15002679,0
7544,15791326,0,0,0,1,566,0,34,3,0,18813569,1
4763,15696564,0,1,1,0,752,0,38,0,14597479,13769423,0
2696,15792176,1,0,1,0,698,1,40,0,9205344,14368183,0
8477,15685947,2,1,0,0,556,0,42,0,11591553,12543547,1
4160,15722350,2,0,1,0,627,1,37,7,14736157,13303196,0
6218,15667462,1,1,1,1,707,0,43,10,0,1183682,0
3673,15606915,0,0,1,1,764,0,24,7,9814861,2684376,0
3623,15627162,2,0,1,1,695,0,27,6,12555296,10529126,0
3911,15710527,0,0,1,0,782,1,35,4,0,11956534,0
3621,15637993,0,0,1,0,711,0,36,9,13768871,468841,0
2432,15769064,2,0,1,1,537,0,39,3,13530936,3172886,1
806,15613319,0,0,0,1,793,1,33,0,0,17554402,1
9937,15782475,0,1,1,0,700,1,42,8,0,10530572,0
7512,15631267,0,1,1,0,641,0,50,6,15359073,13091078,0
6795,15713347,1,0,1,1,577,0,48,6,17985226,19358032,0
8044,15717489,0,0,1,1,835,0,23,9,0,1979373,1
473,15681705,0,1,1,1,785,0,28,8,0,7723127,0
7129,15781875,1,1,1,0,850,0,33,3,10047646,13653913,0
5494,15642821,1,0,0,1,383,1,48,8,9580819,13770201,1
5326,15650575,1,1,1,0,720,1,59,6,0,16084943,1
8685,15597885,0,1,1,0,772,0,43,6,0,5767588,0
4371,15714391,0,0,1,0,563,1,35,2,18357284,6600675,1
1829,15605275,2,0,0,1,725,0,45,8,11691707,17346443,1
1351,15635435,0,0,0,1,648,1,54,9,12063342,592438,1
2593,15755223,2,1,0,1,692,0,53,7,15092699,11981719,1
1002,15633897,2,1,1,0,725,0,39,1,5088098,18402354,0
938,15668032,0,0,1,0,577,1,37,4,0,7988139,0
3913,15732266,2,0,1,1,553,0,53,5,12799783,16537866,1
2809,15757001,0,1,1,0,624,1,32,2,7936887,14547194,0
3192,15566689,1,1,1,0,554,0,66,8,0,11674762,0
1767,15596397,0,1,1,0,814,1,48,7,0,13287015,0
6181,15797194,0,1,1,1,570,0,39,10,12967489,8055236,0
9715,15762573,1,1,1,1,680,1,34,7,0,9894985,0
8718,15627298,0,1,1,1,589,0,37,7,8514648,8649009,0
8439,15692931,0,0,1,0,670,0,22,2,11499145,3739256,0
9422,15778936,0,0,1,1,701,0,33,9,14751034,19061192,0
3298,15670587,2,1,1,1,558,0,25,10,1113631,19726435,0
8840,15646969,1,1,1,0,776,0,33,2,0,1769210,0
9440,15584156,1,2,0,1,593,0,27,10,0,946200,1
4248,15703292,0,1,1,0,573,0,26,8,8627093,901773,0
3424,15814998,1,1,0,1,688,0,42,5,0,19760229,0
5412,15707322,0,0,0,1,779,1,48,2,11529027,9891269,1
9718,15704053,1,1,1,1,710,0,62,3,13107842,11934876,1
4908,15806256,0,0,1,1,540,0,48,2,10934929,8870304,1
460,15732778,2,1,1,0,468,0,29,1,11168198,19571116,0
2435,15661734,2,1,1,1,608,0,42,8,13139075,7117809,0
8383,15593501,0,1,1,1,493,1,36,5,14866781,5609251,0
6426,15749123,1,0,1,1,743,0,45,7,15733226,12542442,0
5562,15614361,1,0,1,0,620,0,42,9,12149005,2929674,0
5717,15628824,0,0,0,0,665,1,37,5,16038982,18354208,0
2070,15750684,0,0,1,1,719,1,42,4,0,2846586,1
1459,15571778,0,0,1,1,817,1,55,10,11756149,9594155,1
7477,15646190,0,0,0,1,677,1,56,0,11996345,15832587,1
1554,15779481,0,1,1,0,628,0,34,4,15874143,12619254,0
7081,15672894,0,1,0,1,625,1,36,8,12994439,1989148,0
2830,15701555,1,1,0,0,575,0,53,1,8490333,260158,0
1888,15663921,0,1,1,0,429,0,60,7,0,16369148,0
9359,15606944,2,0,1,1,645,0,43,9,14012117,113027,1
7551,15752578,0,1,1,1,626,1,37,2,13396896,14868965,0
7342,15730360,0,1,1,0,502,0,30,4,0,6626387,0
8348,15796230,2,2,1,0,642,1,36,2,12449598,5790422,1
898,15654700,0,0,1,1,523,1,40,2,10296741,1287021,1
4889,15693205,2,2,1,0,691,1,41,8,10915396,14884876,1
